1,,,
x,y,z,yaw
0,-0.027055841502939,0.203338064082404,-0.565993457214236
1,-0.199023327348443,0.032386357084793,-1.91539672229229
2,0.372114806787685,-1.13189092221235,-1.58561116185523
3,0.349024598809539,0.007876803117189,-0.698963631265654
4,1.09681422228304,0.249137591370058,-2.43119062080379
0,0.241787227853533,0.687798087187709,0.064635628704565
0,0.2336603168795,0.767634568802241,0.072320498722332
0,0.241268435939329,0.786175671204846,0.067870572270826
0,0.244930426458098,0.821213692545006,0.080494966696507
1,0.256122865096935,1.07621319718099,-0.032642929886747
0,0.250582262861607,0.825609324011283,0.088674899021989
0,0.242331849129647,0.809670169553548,0.088648645289485
0,-0.292180894717552,0.986741695249873,0.010778759259214
1,0.236277951668124,0.781602467748629,0.093036358014737
2,0.341072298573482,0.05555459871077,0.034120856060157
0,0.233401219494709,0.79431361841848,0.084132304258675
0,0.234992211255955,0.808649551522448,0.087113901482554
0,0.224802034157676,0.830835518601457,0.086153453116285
0,0.228866704447425,0.840023501928029,0.088313191633047
0,0.248206382238343,0.818667196166943,0.095952503147238
0,0.252494110430418,0.80000269315376,0.084816000095292
0,0.256350650645365,0.800424564490728,0.08631720877214
0,0.26852610164615,0.817322303666109,0.084137515524518
0,0.177342195158466,-1.00320890145327,0.120918690119913
0,0.178678107018269,-1.04558031481498,0.114911880753079
0,0.180744485716404,-1.07372681683958,0.131359948170947
0,0.186051560273546,-1.07063629240205,0.104432235367787
0,0.183352753796373,-1.05714305813526,0.086819759254346
0,0.190138180166965,-1.03889575524921,0.083962071608758
0,0.200296661988936,-1.05081206193555,0.082624902308719
0,0.197642127833286,-1.05685971338939,0.084203417603894
0,0.19859146364632,-1.0719659153128,0.089717190443663
0,0.198439078306628,-1.0658609388232,0.072432144110828
0,0.200469418251216,-1.05842792974763,0.048439374025264
0,0.205217400438748,-1.06438024031028,0.051687931152938
1,0.304814557261128,-1.31201952970515,-0.033112571408927
2,0.532044980964483,-1.19275656390661,-0.042661560843517
0,0.204806022916293,-1.06138136208727,0.07214373605424
0,-0.311416102407187,-1.37128154612005,-0.009683009278557
1,-0.200300435118148,-1.8893419468457,0.027770287310566
